BĐS,Loại BĐS,Tỉnh/Thành phố,Quận/Huyện,Diện tích(m2),Phòng ngủ,Nhà vệ sinh,Giá (tỷ đồng),Triệu/m2,Thời gian(năm)
"CẦN BÁN NHÀ THANH BÌNH. NGÕ RỘNG Ô TÔ VÀO TẬN CỬA, DT 61M2X5...",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,61.0,9.0,1.0,7.0,114.8,2022
"BÁN NHÀ PHÙNG HƯNG- HÀ ĐÔNG 50M 5 TẦNG , LÔ GÓC 2 MẶT THOÁNG...",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,32.0,2.0,1.0,137.0,4281.2,2022
BÁN NHÀ THANH BÌNH MỖ LAO HÀ ĐÔNG. NHÀ ĐẸP GIÁ TỐT - NHỈNH 3...,Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,30.0,6.0,1.0,3.0,100.0,2022
NHÀ RIÊNG BÁN GẤP TRONG THÁNG TT CẦU GIẤY 35M - 6 TẦNG - D ...,Nhà Đất Thổ Cư,Hà Nội,Cầu Giấy Center Point,35.0,3.0,3.0,3.0,85.7,2022
TOP SIÊU PHẨM YÊN HÒA - NGÕ RỘNG THOÁNG 15 MP - TRUNG TÂM C...,Căn Hộ Chung Cư,Hà Nội,Quận Cầu Giấy,33.0,3.0,3.0,3.0,90.9,2022
"CHỈ VỚI 2,1 TỶ KHÁCH HANGFG SỞ HỮU CĂN 3PN CHUNG CƯ LE GRAND...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,99.0,3.0,2.0,3.0,30.3,2022
SỞ HỮU NGAY CH CAO CẤP 2PN TẠI KĐT SÀI ĐỒNG TRỰC TIẾP CĐT - ...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Eco City Việt Hưng,72.0,2.0,2.0,2.0,27.8,2022
"MỞ BÁN CHUNG CƯ CAO CẤP MELODY LINH ĐÀM, CHỈ TỪ 900TR, SỞ HỮ...",Căn Hộ Chung Cư,Hà Nội,Quận Hoàng Mai,68.0,2.0,2.0,3.0,44.1,2022
SỞ HỮU NGAY CĂN HỘ CAO CẤP 2PN TẠI KĐT SÀI ĐỒNG TRỰC TIẾP CĐ...,Căn Hộ Chung Cư,Hà Nội,Tsg Sài Đồng Lotus,77.0,2.0,2.0,2.0,26.0,2022
"CÁCH MẶT ĐƯỜNG QUANG TRUNG- HÀ ĐÔNG CHỈ 10M, OTO 7 CHỖ",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,40.0,4.0,1.0,4.0,100.0,2022
"CẦN BÁN GẤP NHÀ Ở THANH BÌNH, MỘ LAO, 5 TẦNG - 35M2, Ô TÔ ĐỖ...",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,30.0,3.0,3.0,3.0,100.0,2022
"CẦN BÁN GẤP NHÀ Ở THANH BÌNH, MỘ LAO, 5 TẦNG - 40M2, Ô TÔ ĐỖ...",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,40.0,4.0,3.0,152.0,3800.0,2022
"CẦN BÁN GẤP NHÀ Ở THANH BÌNH, MỘ LAO, 5 TẦNG - 50M2, Ô TÔ ĐỖ...",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,50.0,1.0,1.0,4.0,80.0,2022
"BÁN NHÀ CHIẾN THẮNG, HÀ ĐÔNG 45M2*4T, Ô TÔ ĐỖ CỬA, DÂN TRÍ C...",Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,45.0,4.0,3.0,5.0,111.1,2022
KHU TÁI ĐỊNH CƯ HOÀ LẠC - ĐẠI HỌC QUỐC GIA HÀ NỘI,Nhà Đất Thổ Cư,Hà Nội,Đường Quốc Lộ 21a,300.0,1.0,1.0,8.0,26.7,2022
BÁN NHÀ HOÀNG QUỐC VIỆT - CẦU GIẤY 70MX4T MT5M GIÁ 15 TỶ - Ô...,Nhà Đất Thổ Cư,Hà Nội,Quận Cầu Giấy,70.0,4.0,3.0,15.0,214.3,2022
"BÁN CĂN 2 NGỦ TÒA CT4C-X2 BẮC LINH ĐÀM-HOÀNG LIỆT, 72M2 ĐẸP ...",Căn Hộ Chung Cư,Hà Nội,Kđt Linh ĐàM,72.0,2.0,1.0,2.0,27.8,2022
CHÍNH CHỦ BÁN CĂN 1N 1 GIÁ 1.35 BAO PHÍ TẠI VINHOMES OCEAN P...,Căn Hộ Chung Cư,Hà Nội,Vinhomes Ocean Park,47.0,1.0,1.0,1.0,21.3,2022
"BÁN CHUNG CƯ CAO CẤP 3 NGỦ CẠNH HỒ SÀI ĐỒNG TỪ 3,6 TỶ. CALL:...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,97.0,3.0,2.0,3.0,30.9,2022
"BÁN CĂN HỘ CAO CẤP 83,4M 2 NGỦ 1 TẠI LONG BIÊN TỪ 3 TỶ ĐỒN...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,83.0,2.0,2.0,3.0,36.1,2022
DUY NHẤT 2 CĂN HỘ 4 PHÒNG NGỦ TẠI TỔ HỢP CHCC CAO CẤP TẠI ĐẦ...,Căn Hộ Chung Cư,Hà Nội,Berriver Jardin,113.6,3.0,2.0,5.0,44.0,2022
CĂN HỘ 3 PHÒNG NGỦ CỰC HIẾM TẠI LONG BIÊN CHỈ TỪ 1 TỶ 5 TRĂM...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,99.2,3.0,2.0,3.0,30.2,2022
"BÁN CĂN HỘ 83,4M 2 NGỦ 1 TẠI LONG BIÊN CHỈ TỪ 1 TỶ ĐỒNG. L...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,83.4,2.0,2.0,2.0,24.0,2022
"BÁN CĂN HỘ CHỈ TỪ 3 TỶ TẠI BỒ ĐỀ, LONG BIÊN. LIÊN HỆ: 098.51...",Căn Hộ Chung Cư,Hà Nội,Hc Golden City,120.0,3.0,2.0,6.0,50.0,2022
NHÀ ĐẸP 2 NGÕ KHƯƠNG TRUNG THANH XUÂN TẶNG NỘI THẤ,Nhà Đất Thổ Cư,Hà Nội,Quận Thanh Xuân,25.3,1.0,1.0,2.0,79.0,2022
SIÊU PHẨM NHÀ CHẮC CHẮN ĐƯỜNG 19 5 HÀ ĐÔNG,Nhà Đất Thổ Cư,Hà Nội,Quận Hà Đông,46.0,1.0,1.0,4.0,87.0,2022
"SIÊU HIẾM, NHÀ MỸ ĐÌNH, 58M2 5T MT4 Ô TÔ, KINH DOANH, NHỈNH ...",Nhà Đất Thổ Cư,Hà Nội,Quận Nam Từ Liêm,58.0,1.0,1.0,5.0,86.2,2022
ĐÀO TẤN BÊN CHẴN SIÊU VIP TOÀN QUAN CHỨC FULL NỘI THẤT 45M 5...,Nhà Đất Thổ Cư,Hà Nội,Quận Ba Đình,45.0,1.0,1.0,6.0,133.3,2022
CHUNG CƯ A14 NAM TRUNG YÊN CẦU GIẤY 55 60 65 75 M2 LH 096263...,Căn Hộ Chung Cư,Hà Nội,Kđt Nam Trung Yên,55.0,2.0,1.0,1.0,18.2,2022
"BÁN 100M2 ĐẤT XÂM XUYÊN, VÂN TẢO, HỒNG VÂN, THƯỜNG TÍN, 2.2 ...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,100.0,1.0,1.0,2.0,20.0,2022
BÁN CĂN GÓC 3 PHÒNG NGỦ CỰC ĐẸP TẠI LE GRAND JARDIN SÀI ĐỒNG...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,99.0,3.0,2.0,3.0,30.3,2022
1.65 TỶ SỞ HỮU NGAY ĐẤT VÂN NỘI- ĐÔNG ANH MS:A40039165,Nhà Đất Thổ Cư,Hà Nội,Huyện Đông Anh,40.0,1.0,1.0,1.0,25.0,2022
"BÁN NHÀ BẰNG LIỆT BẰNG A, Ô TÔ ĐỖ CỬA,TẶNG NỘI THẤT,42M2X4T...",Nhà Đất Thổ Cư,Hà Nội,Quận Hoàng Mai,42.0,3.0,3.0,165.0,3928.6,2022
"VIÊN NGỌC TỎA SÁNG, CT7A VĂN QUÁN, HÀ ĐÔNG, 80M2, 2PN, 2WC, ...",Căn Hộ Chung Cư,Hà Nội,Quận Hà Đông,80.0,2.0,2.0,2.0,25.0,2022
"BÁN NHÀ PHỐ NGUYỄN KHANG, CẦU GIẤY, 4T MT 4.2, NGÕ NÔNG RỘNG...",Nhà Đất Thổ Cư,Hà Nội,Yên Hoà,42.0,1.0,1.0,4.0,95.2,2022
"BÁN NHÀ PHỐ YÊN HÒA, CẦU GIẤY, 5T 40M2, NGÕ NÔNG RỘNG THOÁNG...",Nhà Đất Thổ Cư,Hà Nội,Nguyễn Khang,42.0,1.0,1.0,4.0,95.2,2022
"BÁN CĂN HỘ DUPLEX ROYAL CITY, 180M2 GIÁ CHỈ TỪ 7 TỶ",Căn Hộ Chung Cư,Hà Nội,Chung Cư Royal City,180.0,4.0,3.0,8.0,44.4,2022
"MUA NHANH KẺO TIẾC, CHỈ VỚI 1,9 TỶ SỞ HỮU CĂN 3PN CC LE GRAN...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,99.0,3.0,2.0,3.0,30.3,2022
BÁN NHÀ PHỐ MINH KHAI QUẬN HAI BÀ TRƯNG 50M2 MT 4 6M 3 5 TỶ ...,Nhà Đất Thổ Cư,Hà Nội,Quận Hai Bà Trưng,50.0,1.0,1.0,3.0,60.0,2022
BÁN NHÀ PHỐ DƯƠNG VĂN BÉ QUẬN HAI BÀ TRƯNG:91M2* MT 5M* 4.1 ...,Nhà Đất Thổ Cư,Hà Nội,Quận Hai Bà Trưng,91.0,1.0,1.0,4.0,44.0,2022
BÁN GẤP CĂN HỘ CHUNG CƯ MINI SƠN TÂY CÁCH MẶT ĐƯỜNG 10M,Căn Hộ Chung Cư,Hà Nội,Quận Ba Đình,48.0,2.0,1.0,1.0,20.8,2022
"BÁN LÔ ĐẤT GIÃN DÂN, TUYẾN 2 MẶT ĐƯỜNG CÔNG TY MAY BÌNH YÊN,...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thạch Thất,90.0,1.0,1.0,1.0,11.1,2022
"CẦN BÁN MẢNH ĐẤT Ở NGUYỄN SƠN - GIA THỤY 60M2, GIÁ 4.4 TỶ.",Nhà Đất Thổ Cư,Hà Nội,Nguyễn Sơn,60.0,1.0,1.0,4.0,66.7,2022
"ĐỘC QUYỀN CĂN 2PN 71.2M2 CUỐI CÙNG TẠI KĐT VIỆT HƯNG - 2,1 T...",Căn Hộ Chung Cư,Hà Nội,Ct15 Việt Hưng,72.0,2.0,2.0,2.0,27.8,2022
BÁN NHÀ CẦU GIẤY NHÀ MỚI GẦN Ô TÔ FULL NỘI THẤT 4 3...,Nhà Đất Thổ Cư,Hà Nội,Quận Cầu Giấy,34.0,4.0,1.0,4.0,117.7,2022
"BÁN CHUNG CƯ SPLENDORA HÀ NỘI, CĂN 3PN 128M2 GIÁ TÔT NHẤT TH...",Căn Hộ Chung Cư,Hà Nội,Kđt The Splendora ( Bắc An Khánh ),128.0,3.0,2.0,5.0,39.1,2022
BÁN ĐẤT LÀNG NGHỀ CAO DƯƠNG- THANH OAI- HÀ NỘI- CONTAINER VÀ...,Nhà Đất Thổ Cư,Hà Nội,Đường Quốc Lộ 21b,125.0,1.0,1.0,3.0,24.0,2022
CHÍNH CHỦ BÁN NHÀ HÀM NGHI NAM TỪ LIÊM 38M2 X 5T KINH DOA...,Nhà Đất Thổ Cư,Hà Nội,Quận Nam Từ Liêm,38.0,5.0,4.0,8.0,210.5,2022
"CC CẦN BÁN CĂN NHÀ 3 TẦNG GIÁ RẺ, CẠNH ĐH PENIKA YÊN NGHĨA",Nhà Đất Thổ Cư,Hà Nội,Lê Văn Lương,55.0,4.0,3.0,2.0,36.4,2022
CHUNG CƯ T&T ĐỊNH CÔNG THỐNG BÁO ĐẶT CHỖ VÀ XEM CĂN HÔ...,Căn Hộ Chung Cư,Hà Nội,Lavender Garden,60.0,1.0,1.0,1.0,16.7,2022
"CHUNG CƯ GIÁ RẺ NHẤT QUẬN HOÀNG MAI, 25 TRIỆU/M2, TRẢ...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Bea Sky Nguyễn Xiển,70.0,1.0,1.0,1.0,14.3,2022
QUỸ CĂN ĐỘC QUYỀN TẦNG TRUNG TẠI DỰ ÁN CHUNG CƯ CAO CẤP DUY ...,Căn Hộ Chung Cư,Hà Nội,HaNoi Melody Residences,68.0,2.0,2.0,3.0,44.1,2022
305M2 ĐẤT NẰM GẦN KHU QUẦN THỂ NGHỈ DƯỠNG NHIỀU BIỆT THỰ SIÊ...,Nhà Đất Thổ Cư,Hà Nội,Huyện Ba Vì,305.0,1.0,1.0,2.0,6.6,2022
BÁN CĂN 3 NGỦ IMPERIA SMART CITY CHỈ VỚI 400 TRIỆU ĐỒNG 10% ...,Căn Hộ Chung Cư,Hà Nội,Vinhomes Smart City,76.0,3.0,2.0,4.0,52.6,2022
"CẦN BÁN CĂN HỘ CT4C BẮC LINH ĐÀM, 72M2 CỰC ĐẸP THOÁNG, NỘI T...",Căn Hộ Chung Cư,Hà Nội,Quận Hoàng Mai,72.0,2.0,1.0,2.0,27.8,2022
NHÀ MỚI XÂY OTO ĐỖ SÁT NHÀ LÀM ĂN CỰC KÌ CÓ LỘC TRUNG TÂM...,Nhà Đất Thổ Cư,Hà Nội,Quận Thanh Xuân,40.0,4.0,4.0,5.0,125.0,2022
BÁN QUỸ CĂN 50 - 77M2 2PN GIÁ TỪ 2 TỶ/CĂN - CK 5% - VAY LS 0...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Le Grand Jardin,54.0,2.0,1.0,2.0,37.0,2022
KHU ĐÔ THỊ ĐÁNG SỐNG NHẤT Q.HOÀNG MAI CHỈ 26 TRIỆU/M2...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Bea Sky Nguyễn Xiển,100.0,1.0,1.0,2.0,20.0,2022
1.8 TỶ/CĂN 2 NGỦ KHU ĐÔ THỊ CAO CẤP QUẦN THỂ RỘNG NHÂ...,Căn Hộ Chung Cư,Hà Nội,Phương Đông Green Park,70.0,1.0,1.0,1.0,14.3,2022
"ĐẤT THƯ PHÚ - THƯỜNG TÍN - NGÕ 3M, TẶNG NHÀ CẤP 4 ĐÃ XÂY, CH...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,64.0,1.0,1.0,1.0,15.6,2022
DƯỚI 4 TỶ CÓ NGAY NHÀ MỚI NGÕ 68 CẦU GIẤY- 35M_6 TẦNG_MẶT TI...,Nhà Đất Thổ Cư,Hà Nội,Quận Cầu Giấy,35.0,3.0,3.0,3.0,85.7,2022
CÓ NÊN Ở CHUNG CƯ EUROWINDOW GIÁ 1.9 TỶ VỚI 2PN 71M2 TẠI ĐÔ...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Eurowindow River Park,71.0,2.0,2.0,1.0,14.1,2022
THANH XUÂN-Ô TÔ VÀO NHÀ-BÁN NHÀ THANH XUÂN 50M2 X 4 TẦNG CHỈ...,Nhà Đất Thổ Cư,Hà Nội,Quận Thanh Xuân,50.0,1.0,1.0,7.0,140.0,2022
THANH KHOẢN TRUNG TÂM THÀNH PHỐ - THIẾT KẾ CHÂU ÂU NỘI THẤT...,Nhà Đất Thổ Cư,Hà Nội,Quận Thanh Xuân,40.0,4.0,4.0,3.0,75.0,2022
BÁN CHUNG CƯ 2 NGỦ 55M2 GIÁ 1.95 TỶ VINHOMES SMART CITY TÂY ...,Căn Hộ Chung Cư,Hà Nội,Vinhomes Smart City,55.0,2.0,1.0,1.0,18.2,2022
"CẦN BÁN GẤP 64M ĐẤT THỔ CƯ THƯ PHÚ, THƯỜNG TÍN, GIÁ 1.5 TỶ",Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,64.0,1.0,1.0,1.0,15.6,2022
"BÁN NHÀ PHÂN LÔ - OTO 🚘 ĐỖ CỬA NGUYỄN TRÃI, THANH XUÂN.",Nhà Đất Thổ Cư,Hà Nội,Nguyễn Trãi,47.0,4.0,1.0,8.0,170.2,2022
"NHÀ LÊ ĐỨC THỌ, ĐẸP,LÔ GÓC, Ô TÔ ĐỖ CỬA, MẶT TIỀN RỘNG,KINH ...",Nhà Đất Thổ Cư,Hà Nội,Kđt Flc Garden City,33.0,1.0,1.0,2.0,60.6,2022
NHÀ THIẾT KẾ CỰC ĐẸP - PHÂN LÔ KHU ĐÔ THỊ VĂN QUÁN Ô TÔ TRÁ...,Nhà Đất Thổ Cư,Hà Nội,Kđt Văn Quán,76.0,3.0,3.0,13.0,171.1,2022
SIÊU HIẾM - NHÀ ĐẠI TỪ - LINH ĐÀM - GẦN Ô TÔ - GẦN CHỢ - DT ...,Nhà Đất Thổ Cư,Hà Nội,Quận Hoàng Mai,43.0,4.0,3.0,3.0,69.8,2022
BÁN NHÀ ĐỘI CẤN 25M 2.5 TỶ 3 TẦNG AN SINH TỐT,Nhà Đất Thổ Cư,Hà Nội,Quận Ba Đình,25.0,2.0,1.0,2.0,80.0,2022
"BÁN NHÀ PHẠM VĂN ĐỒNG ,SÁT MẶT PHỐ ,THOÁNG TRƯỚC SAU ,OTO ĐỖ...",Nhà Đất Thổ Cư,Hà Nội,Đường Phạm Văn Đồng,63.0,7.0,7.0,7.0,111.1,2022
BÁN ĐỘC QUYỀN TẦNG 18 CHUNG CƯ MELODY LINH ĐÀM.,Căn Hộ Chung Cư,Hà Nội,Chung Cư Rice City Linh ĐàM,75.0,1.0,1.0,3.0,40.0,2022
"NHÀ HIẾM LÊ VĂN HIẾN, PHÂN Ô BÀN CỜ, OTO ĐẬU CỬA, 2T 27M2-2....",Nhà Đất Thổ Cư,Hà Nội,Đường Lê Văn Hiến,27.0,1.0,1.0,2.0,74.1,2022
BÁN CĂN HỘ PENHOUSE DUPLEX 390 NGUYỄN VĂN CỪ MASTERISE HOME ...,Căn Hộ Chung Cư,Hà Nội,Berriver Long Biên,252.0,5.0,4.0,10.0,39.7,2022
"TRUNG TÂM THANH XUÂN, LÔ GÓC CHUNG CƯ NGUYỄN HUY TƯỞNG, DT 9...",Căn Hộ Chung Cư,Hà Nội,Quận Thanh Xuân,98.0,3.0,2.0,3.0,30.6,2022
CẦN BÁN GẤP CĂN HỘ CAO CẤP 1.3 TỶ VINHOMES SMART CITY LH: 0...,Căn Hộ Chung Cư,Hà Nội,Vinhomes Smart City,32.0,1.0,1.0,1.0,31.2,2022
"CHUYỂN NHƯỢNG CĂN 3PN TECCO GARDEN GIÁ CHỈ 2,6 TỶ ĐÃ CÓ NỘI ...",Căn Hộ Chung Cư,Hà Nội,Tecco Skyville Tower,106.0,3.0,2.0,2.0,18.9,2022
BÁN NHÀ MỚI ĐẸP GIÁ CHỈ 4 TỶ HƠN TRUNG TÂM THANH XUÂN NGÕ ...,Nhà Đất Thổ Cư,Hà Nội,Quận Thanh Xuân,40.0,4.0,3.0,5.0,125.0,2022
BÁN DUY NHẤT CĂN HỘ 2WC TÒA SA3 THE SAKURA GIÁ RẺ NHẤT THỊ T...,Căn Hộ Chung Cư,Hà Nội,Vinhomes Smart City,54.0,2.0,2.0,2.0,37.0,2022
"CẦN NHƯỢNG LÔ ĐẤT J11, KHU ĐÔ THỊ MỸ PHƯỚC 3",Nhà Đất Thổ Cư,Hà Nội,Quận Ba Đình,50.0,1.0,1.0,3.0,60.0,2022
BÁN CCCC TẦNG 9 BÁN ĐẢO LINH ĐÀM 3 PHÒNG NGỦ GIÁ CHỈ CÓ 2.65...,Căn Hộ Chung Cư,Hà Nội,Quận Hoàng Mai,75.0,3.0,2.0,2.0,26.7,2022
"BÁN CHUNG CƯ STUDIO 32M2 TẠI VINHOMES SMART CITY, TÂY MỖ, NA...",Căn Hộ Chung Cư,Hà Nội,Vinhomes Smart City,32.0,1.0,1.0,1.0,31.2,2022
BÁN NHÀ CAO CẤP HIỆN ĐẠI CHÂU ÂU HOÀI ĐỨC,Nhà Đất Thổ Cư,Hà Nội,Kđt Đại Học Vân Canh,70.0,4.0,5.0,6.0,85.7,2022
"BÁN CĂN HỘ VINHOME SMART CITY CĂN 2N,1VS FUL ĐỒ GIÁ 2TỶ",Căn Hộ Chung Cư,Hà Nội,Vinhomes Smart City,55.0,1.0,1.0,2.0,36.4,2022
"BÁN CĂN HỘ VINHOME SMART CITY TÒA GS 1N,1VS VIEW BỂ BƠI",Căn Hộ Chung Cư,Hà Nội,Quận Nam Từ Liêm,43.0,1.0,1.0,1.0,23.3,2022
"BÁN 508M2 ĐẤT TẠI SƠN ĐÔNG SƠN TÂY, CÁCH ĐƯỜNG TL82 CHỈ 100M...",Nhà Đất Thổ Cư,Hà Nội,Thành Phố Sơn Tây,508.0,1.0,1.0,3.0,5.9,2022
"BÁN 240M2 ĐẤT NẰM TRONG KHUÔN VIÊN TƯỜNG LÊ VILLA, SÁT RESOR...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thạch Thất,240.0,1.0,1.0,5.0,20.8,2022
"BÁN NHANH 269M2 ĐẤT TẠI CỔ ĐÔNG SƠN TÂY, THÍCH HỢP LÀM NHÀ V...",Nhà Đất Thổ Cư,Hà Nội,Thành Phố Sơn Tây,269.0,1.0,1.0,1.0,3.7,2022
"BÁN CĂN GÓC FULL NỘI THẤT, 2 PHÒNG NGỦ TẠI CHUNG CƯ PHENIKA ...",Căn Hộ Chung Cư,Hà Nội,Phenikaa Tower,59.0,2.0,1.0,1.0,16.9,2022
"BÁN ĐẤT MẶT ĐƯỜNG TRỤC CHÍNH THÔN CHÓNG YÊN BÀI, GẦN NHIỀU K...",Nhà Đất Thổ Cư,Hà Nội,Huyện Ba Vì,430.0,1.0,1.0,3.0,7.0,2022
"BÁN CĂN HỘ TẬP THỂ 43M2 TẦNG 4, 111 LÁNG HẠ, ĐỐNG ĐA. SÔE ĐỎ...",Căn Hộ Chung Cư,Hà Nội,Láng Hạ,43.0,1.0,1.0,1.0,23.3,2022
ĐẤT TÁI ĐỊNH CƯ TRÂU QUỲ 79.5M2 MT 5.25M ĐƯỜNG 13M Ô TÔ ĐỖ C...,Nhà Đất Thổ Cư,Hà Nội,Huyện Gia Lâm,80.0,1.0,1.0,8.0,100.0,2022
BÁN NHÀ KIM NGƯU - TIỆN ÍCH BẠT NGÀN - AN SINH ĐỈNH CAO.,Nhà Đất Thổ Cư,Hà Nội,Kim Ngưu,40.0,3.0,4.0,4.0,100.0,2022
BÁN NHÀ TRUNG TÂM THANH XUÂN HÀ NỘI NHÀ ĐẸP 40M2 X 4 TẦNG GI...,Nhà Đất Thổ Cư,Hà Nội,Quận Thanh Xuân,40.0,3.0,3.0,4.0,100.0,2022
"BÁN CĂN HỘ CHUNG CƯ 2PN GIÁ CHỈ TỪ 3.7 TỶ/CĂN, 3PN GIÁ TỪ 5....",Căn Hộ Chung Cư,Hà Nội,Chung Cư Hoàng Thành Pearl,78.8,2.0,2.0,3.0,38.1,2022
GIA ĐÌNH CÓ VIỆC CẦN BÁN MẢNH ĐẤT 64M2 THƯ PHÚ-THƯỜNG TÍN GI...,Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,64.0,1.0,1.0,1.0,15.6,2022
"ĐẤT THƯ PHÚ, THƯỜNG TÍN DT 64M2, MT4M. ĐƯỜNG 3M",Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,64.0,1.0,1.0,1.0,15.6,2022
"CHUNG CƯ CAO CẤP NGÃ TƯ NGUYỄN XIỂN 2,1 TỶ/CĂN 2 NGỦ, ...",Căn Hộ Chung Cư,Hà Nội,Chung Cư Bea Sky Nguyễn Xiển,80.0,1.0,1.0,2.0,25.0,2022
"BÁN 64M ĐẤT THÔN PHÚ MỸ, THƯỜNG TÍN, MẶT TIỀN ĐẸP, CHỈ 1.5 T...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,64.0,1.0,1.0,1.0,15.6,2022
"BÁN ĐẤT LÀNG HOA CÂY CẢNH HỒNG VÂN, THƯỜNG TÍN 64M, MT4M, GI...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thường Tín,64.0,1.0,1.0,1.0,15.6,2022
SIÊU PHẨM DƯƠNG QUẢNG HÀM - CẦU GIẤY - CÓ 1 KHÔNG 2 - NGÕ TH...,Nhà Đất Thổ Cư,Hà Nội,Quận Cầu Giấy,77.0,4.0,3.0,11.0,142.9,2022
"BÁN NHÀ PHỐ QUAN HOA, 9 TẦNG, THANG MÁY, GARA OTO, 1 NHÀ RA ...",Nhà Đất Thổ Cư,Hà Nội,Quận Cầu Giấy,45.0,1.0,1.0,10.0,222.2,2022
"NGỌC KHÁNH HÀNG XÓM VINCOM GALLERY, 50M RA PHỐ, Ở LUÔN DT 24...",Nhà Đất Thổ Cư,Hà Nội,Quận Ba Đình,37.0,1.0,1.0,2.0,54.0,2022
"BÁN LÔ ĐẤT VỊ TRÍ ĐẸP KHỎI PHẢI NGHĨ 94M TẠI TÂN XÃ,CÁCH ĐƯỜ...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thạch Thất,94.0,1.0,1.0,2.0,21.3,2022
BÁN LÔ ĐẤT XINH VÀ RẺ NHẤT THỊ TRƯỜNG CỔ ĐÔNG 269M GIÁ HƠN 1...,Nhà Đất Thổ Cư,Hà Nội,Thành Phố Sơn Tây,269.0,1.0,1.0,1.0,3.7,2022
"BÁN NHANH LÔ 90M FULL THỔ CƯ ĐỐI DIỆN CNC HÒA LẠC,TUYẾN 2 ĐƯ...",Nhà Đất Thổ Cư,Hà Nội,Huyện Thạch Thất,90.0,1.0,1.0,1.0,11.1,2022
BÁN NHÀ PHỐ PHÁO ĐÀI LÁNG -5 TẦNG X 36M2 - NHÀ MỚI Ở LUÔN - ...,Nhà Đất Thổ Cư,Hà Nội,Quận Đống Đa,36.0,3.0,4.0,4.0,111.1,2022
"HIẾM NHÀ ĐỘI CẤN, NGỌC HÀ GẦN PHỐ 100M OTO, Ở LUÔN, DT 46M2,...",Nhà Đất Thổ Cư,Hà Nội,Quận Ba Đình,46.0,4.0,3.0,1.0,21.7,2022
"BÁN NHÀ HOÀNG HOA THÁM, KINH DOANH, NGÕ THÔNG, DT 65M2, 5 TẦ...",Nhà Đất Thổ Cư,Hà Nội,Hoàng Hoa Thám,65.0,1.0,1.0,6.0,92.3,2022
HÀ NỘI KHAN HIẾM QUỸ CĂN DƯỚI 2 TỶ TÌM ĐÂU RA? CHUNG CƯ EURO...,Căn Hộ Chung Cư,Hà Nội,Chung Cư Eurowindow River Park,71.0,2.0,2.0,1.0,14.1,2022
CHỈ TỪ 1.1 TỶ KÝ NGAY HĐMB TẠI TRUNG TÂM QUẬN NAM TỪ LIÊM MÀ...,Căn Hộ Chung Cư,Hà Nội,Quận Nam Từ Liêm,80.0,2.0,2.0,3.0,37.5,2022
"BÁN CĂN HỘ TOÀ T08 TIMES CITY. FULL NỘI THẤT ,CHÍNH CHỦ",Căn Hộ Chung Cư,Hà Nội,Times City,110.0,3.0,2.0,5.0,45.5,2022
"BÁN NHÀ 40M2 X 4T, TỨ LIÊN, TÂY HỒ, MT 5M, NGÕ 7M",Nhà Đất Thổ Cư,Hà Nội,Quận Tây Hồ,40.0,3.0,2.0,7.0,175.0,2022
"BÁN CĂN HỘ 70M2 THIẾT KẾ 2PN 2WC GIÁ TRẢ THẲNG 1.9 TỶ, CÓ ...",Căn Hộ Chung Cư,Hà Nội,Tecco Diamond,70.0,2.0,2.0,1.0,14.3,2022
"BÁN CĂN HỘ T8 TIMES CIY. CHÍNH CHỦ , MIỄN TRUNG GIAN.",Căn Hộ Chung Cư,Hà Nội,Times City Park Hill,110.0,3.0,2.0,5.0,45.5,2022
